SNo,Date,StartupName,Location,IndustryVertical,SubVertical,InvestorsName,InvestmentType,AmountInUSD,Remarks
2309,2017-12-06 00:00:00,CoverFox,Mumbai,Consumer Internet,Online insurance brokerage platform,Transamerica,Private Equity,15000000,
2310,13/06/2017,HyperTrack,New Delhi,Technology,Location tracking solutions,"Nexus Venture Partners, Founders Fund",Private Equity,,
2311,13/06/2017,Goodera,Bangalore,Technology,CSR and sustainability management platform,"Nexus Venture Partners, Omidyar Network",Private Equity,5500000,
2312,13/06/2017,Digit,Bangalore,Technology,Tech driven Insurance platform,Fairfax Holdings,Private Equity,,
2313,14/06/2017,Ola,Bangalore,Consumer Internet,Cab Aggregation App,Tekne Capital Management LLC,Private Equity,50000000,
2314,14/06/2017,Vanitycask,Mumbai,Consumer Internet,Beauty products discovery platform,RB Investments,Seed Funding,,
2315,14/06/2017,MrNeeds,Noida,Consumer Internet,Micro Food Delivery platform,undisclosed investors,Seed Funding,500000,
2316,15/06/2017,MoneyTap,Bangalore,Consumer Internet,Money Lending platform,"Sequoia India, NEA, Prime Venture Partners",Private Equity,12300000,
2317,16/06/2017,Goodbox,Bangalore,eCommerce,Mobile SAAS  ECommerce platform for SMEs,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,1000000,
2318,16/06/2017,Fincash,Mumbai,Consumer Internet,Personal Finance platform,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,100000,
2319,16/06/2017,PortDesk,Noida,Technology,Maritime Solutions,Alphard Maritime Group,Seed Funding,2000000,
2320,16/06/2017,EdgeFx,Hyderabad,eCommerce,DIY project Kits seller,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",Seed Funding,,
2321,16/06/2017,EazyDiner,Gurgaon,Consumer Internet,Online Restaurant Reservation Platform,YouWeCan Ventures,Seed Funding,,
2322,16/06/2017,HealthIntel,New Delhi,Healthcare,Online Pharmacy,BLIP Initiatives,Seed Funding,,
2323,19/06/2017,Unbxd,Bangalore,Technology,Cloud-based product discovery platform,Eight Roads Ventures,Private Equity,12500000,
2324,19/06/2017,DarwinBox,Hyderabad,Technology,Enterprise human resources management platform,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private Equity,4000000,
2325,20/06/2017,ForeverShop,Bangalore,Consumer Internet,Mobile based ecommerce platform,91maker.com,Seed Funding,300000,
2326,20/06/2017,Insider.in,Mumbai,Consumer Internet,Events Ticketing platform,Paytm,Private Equity,5200000,
2327,21/06/2017,Fynd,Mumbai,eCommerce,Fashion etailer,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Private Equity,2400000,
2328,21/06/2017,Grow Fit,Bangalore,Consumer Internet,Health-Tech platform,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity,4500000,
2329,21/06/2017,Fabulyst,Hyderabad,Technology,Artificial Intelligence based platform,iBhubs,Seed Funding,215000,
2330,21/06/2017,mSwipe,Mumbai,Technology,Point-of-Sale services,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity,31000000,
2331,21/06/2017,OneAssist,Mumbai,Consumer Internet,Credit card fraud protection,Sequoia Capital,Private Equity,,
2332,22/06/2017,Julia Computing,Bangalore,Technology,Open Source Language for Data Science and Machine Learning,"General Catalyst, Founder Collective",Private Equity,4600000,
2333,22/06/2017,Kissht,Mumbai,Consumer Internet,Consumer Lending platform,"Endiya Partners, Ventureast",Private Equity,2000000,
2334,22/06/2017,Explore Life traveling,Bangalore,Consumer Internet,Local homes booking platform,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,500000,
2335,23/06/2017,Loantap,Mumbai,Consumer Internet,Lending platform for salaried professionals,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity,4000000,
2336,23/06/2017,Voxweb,Mumbai,Consumer Internet,Mobile based social networking platform,Undisclosed investors,Seed Funding,1000000,
2337,26/06/2017,HUG Innovations,Hyderabad,Technology,Gesture based  Smartwatch manufacturer,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,5000000,
2338,26/06/2017,Flipkart,Bangalore,eCommerce,Online marketplace,Naspers,Private Equity,71000000,
2339,26/06/2017,V Resorts,Noida,Consumer Internet,Holiday & Vacation resort aggregator,"Seedfund, RB International",Private Equity,4000000,
2340,27/06/2017,Stashfin,New Delhi,Consumer Internet,Personal Finance App,"Snow Leopard Ventures, Alto Partners",Private Equity,5000000,
2341,27/06/2017,Formcept,Bangalore,Consumer Internet,Unified Data Analysis platform,Gujarat Venture Finance Ltd,Private Equity,,
2342,27/06/2017,Spares Hub,Pune,eCommerce,Automobile parts marketplace,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed Funding,311000,
2343,28/06/2017,FiTraQ,New Delhi,Consumer Internet,Fitness Centre Discovery Platform,"Aparup Sengupta, Devendra Reddy,",Seed Funding,,
2344,28/06/2017,Rubique,Mumbai,Consumer Internet,Online Marketplace for financial products,"Kalaari Capital, Udayan Goyal",Private Equity,3000000,
2345,28/06/2017,Niki.ai,Bangalore,Consumer Internet,AI Based Personal Assistant,"SAP.iO, Unilazer Ventures",Private Equity,2000000,
2346,29/06/2017,Fitpass,New Delhi,Consumer Internet,Online Fitness Marketplace,"Abhinav Bindra, Gaurav Marya",Private Equity,1000000,
2347,29/06/2017,ZingHR,Mumbai,Technology,"digital employee solutions,",Zeta,Private Equity,,
2348,30/06/2017,Tagos Design,Bangalore,Technology,in-video discovery platform,Undisclosed Investors,Private Equity,5000000,
2349,30/06/2017,UrbanClap,Gurgaon,Consumer Internet,Mobile Services Marketplace,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,21000000,
2350,2017-01-07 00:00:00,Billion Loans,Bangalore,Consumer Internet,Peer to Peer Lending platform,Reliance Corporate Advisory Services Ltd,Seed Funding,1000000,
2351,2017-03-07 00:00:00,Ecolibriumenergy,Ahmedabad,Technology,Energy management solutions provider,"Infuse Ventures, JLL",Private Equity,2600000,
2352,2017-04-07 00:00:00,Droom,Gurgaon,eCommerce,Online marketplace for automobiles,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,20000000,
2353,2017-05-07 00:00:00,Jumbotail,Bangalore,eCommerce,online marketplace for food and grocery,"Kalaari Capital, Nexus India Capital Advisors",Private Equity,8500000,
2354,2017-05-07 00:00:00,Moglix,Noida,eCommerce,B2B marketplace for Industrial products,"International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway",Private Equity,12000000,
2355,2017-05-07 00:00:00,Timesaverz,Mumbai,Consumer Internet,Hyperlocal home services provider,BCCL,Private Equity,1000000,
2356,2017-06-07 00:00:00,Minjar,Bangalore,Technology,Cloud Solutions provider,"Blume Ventures, Contrarian Capital India Partners, Emergent Ventures India, Pallav Nadhani, Ashish Gupta, Sharad Sharma, Sirion Labs",Seed Funding,,
2357,2017-06-07 00:00:00,MyCity4kids,Gurgaon,Consumer Internet,parenting blog and kids’ events discovery platform,,Seed Funding,,
2358,2017-07-07 00:00:00,Clip App,Bangalore,Consumer Internet,Digital Media Video platform,"India Quotient, Shunwei Capital",Seed Funding,1000000,
2359,2017-07-07 00:00:00,Upwardly.in,Bangalore,Consumer Internet,MF investment platform,"Sreeram Iyer, Suvo Sarkar, Anita Gupta, Likemind Ventures",Seed Funding,,
2360,2017-10-07 00:00:00,Autorox.co,Hyderabad,Technology,Workshop Management Software Platform,Mitsui & Co.,Private Equity,3000000,
2361,2017-11-07 00:00:00,Fabogo,Pune,Consumer Internet,Salon & Spa Aggregation & Discovery platform,Dunamis Ventures Pte Ltd,Private Equity,2250000,
2362,2017-11-07 00:00:00,Flickstree,Mumbai,Consumer Internet,Video Content Discovery Platform,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures",Seed Funding,464000,
2363,2017-11-07 00:00:00,Design Cafe,Bangalore,Consumer Internet,Online Interior Design platform,"Fireside Ventures, Apurva Salarpuria, Sidharth Pansari, Sprout Capital",Seed Funding,,
2364,2017-12-07 00:00:00,Innoviti,Bangalore,Technology,Digital payments solutions,"SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures",Private Equity,18500000,
2365,2017-12-07 00:00:00,VDeliver,Hyderabad,Logistics,Door Step Delivery platform,"Corvus Ventures, MAPE Advisory Group",Private Equity,,
2366,2017-12-07 00:00:00,Bottr.me,Bangalore,Technology,Chatbot creation tool,"500 Startups, Purvi Capital, Rajan Anandan, Abhishek Gupta",Seed Funding,,
2367,2017-12-07 00:00:00,Arcatron,Pune,Technology,Next Gen Mobility device manufacturer,Indian Angel Network,Seed Funding,,
2368,14/07/2017,QwikSpec,Bangalore,Technology,Construction site operations and analytics platform,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed Funding,540000,
2369,14/07/2017,Chumbak,Bangalore,eCommerce,Designer consumer products Marketplace,Blacksoil Capital Pvt. Ltd,Private Equity,1700000,
2370,17/07/2017,Increff,Bangalore,Technology,Sales Solutions for Fashion Brands,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das",Seed Funding,2000000,
2371,17/07/2017,Vayana,Pune,Technology,Enterprise Banking Solutions,"IDG Ventures India Advisors, Jungle Ventures",Private Equity,4000000,
2372,18/07/2017,MObiquest,Noida,Technology,Mobile Services & Solutions,One97 Communication Ltd,Private Equity,,
2373,18/07/2017,Ambee,Hyderabad,Consumer Internet,Ambulance Aggregation Services,"Uber Technologies Inc, Amaya Capital LLP",Seed Funding,,
2374,18/07/2017,Ideal Insurance,Kolkata,Consumer Internet,Online Insurance platform,Xelpmoc,Seed Funding,,
2375,18/07/2017,Hypernova Interactive,Bangalore,Technology,Mobile games creator,Kae Capital,Seed Funding,,
2376,19/07/2017,Rentomojo,Bangalore,Consumer Internet,Consumer Leasing Platform,"ain Capital Ventures, Renaud Laplanche",Private Equity,10000000,
2377,19/07/2017,AirCTO,Bangalore,Consumer Internet,AI powered recruitment platform,Francesco Cara,Seed Funding,,
2378,19/07/2017,Playablo,Bangalore,Technology,Gamified Learning App,ABI-Showatech (India) Ltd,Seed Funding,600000,
2379,20/07/2017,Trupay,Gurgaon,Technology,Online payments platform,"Kae Capital, M&S Partners,",Seed Funding,700000,
2380,21/07/2017,Brick2Wall,Gurgaon,eCommerce,Online Marketplace for Construction Material,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,200000,
2381,21/07/2017,FableStreet,New Delhi,eCommerce,Women Work wear etailer,"Harmeet Bajaj, Pameela P, Fusiontech Ventures & Others",Seed Funding,,
2382,21/07/2017,Monsoon Fintech,New Delhi,Technology,Machine Learning Access platform,"Sunil Kalra, Aditya Singh, Rishi Srivastava, Rajan Anandan",Seed Funding,,
2383,21/07/2017,MonkeyBox,Bangalore,Consumer Internet,Healthy Food Delivery Platform,"Blume Ventures, NB Ventures, Nspira",Seed Funding,,
2384,25/07/2017,Noticeboard,Bangalore,Consumer Internet,Mobile-first Enterprise communication platform,"Stellaris Venture Partners,",Private Equity,1200000,
2385,25/07/2017,Byju’s,Bangalore,Consumer Internet,Mobile Learning App,Tencent Holdings,Private Equity,35000000,
2386,26/07/2017,Creator’s Gurukul,New Delhi,Others,Co-Working Space Provider,Yuvraj Singh,Seed Funding,,
2387,26/07/2017,Fab Hotels,New Delhi,Consumer Internet,Budget hotels brand & Aggregator Platform,Goldman Sachs,Private Equity,25000000,
2388,26/07/2017,ThinkerBell,Bangalore,Consumer Internet,Assisted Learning Startup,"Indian Angel Network, Anand Mahindra",Seed Funding,200000,
2389,27/07/2017,1mg,Gurgaon,eCommerce,Online Pharmacy,"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",Private Equity,15000000,
2390,28/07/2017,Jhakaas,Mumbai,Consumer Internet,App-based Aggregator of Offline Businesses,Amen Dhyllon,Seed Funding,,
2391,28/07/2017,BigStylist,Mumbai,Consumer Internet,Beauty Services Marketplace,Info Edge (India) Ltd,Private Equity,1250000,
2392,28/07/2017,Gympik.com,Bangalore,Consumer Internet,online marketplace for discovering fitness centres,RoundGlass Partners,Seed Funding,,
2393,2017-01-08 00:00:00,TouchKin,Bangalore,Technology,Predictive Care Platform,Kae Capital,Private Equity,1300000,
2394,2017-02-08 00:00:00,Ethinos,Mumbai,Technology,Digital Marketing Agency,Triton Investment Advisors,Private Equity,,
2395,2017-02-08 00:00:00,Leverage Edu,New Delhi,Consumer Internet,Online platform for Higher Education Services,"Kashyap Deorah, Anand Sankeshwar, Deepak Jain, Sadashiva NT, Arjun Mehta, Satish Kaul, Anindya Ghose",Seed Funding,,
2396,2017-02-08 00:00:00,Zepo,Mumbai,Consumer Internet,DIY Ecommerce platform,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Seed Funding,500000,
2397,2017-02-08 00:00:00,Click2Clinic,Hyderabad,Consumer Internet,healthcare service aggregator,"Narottam Thudi, Shireesh Palle",Seed Funding,850000,
2398,2017-03-08 00:00:00,SpeedBox,Mumbai,Logistics,On-Demand Logistics Service provider,Cismat Cargo Services Pvt. Ltd.,Seed Funding,300000,
2399,2017-03-08 00:00:00,Skill Connect,Jaipur,Consumer Internet,Recruitment Portal,Rajasthan Angel Investor Network,Seed Funding,,
2400,2017-03-08 00:00:00,Chai Point,Bangalore,Consumer Internet,Tea Delivery Portal & offline stores,"DSG Consumer Partners, Eight Roads Ventures India",Private Equity,,
2401,2017-03-08 00:00:00,Zoctr,Mumbai,Consumer Internet,Health Products & Services Aggregator,SIDBI,Private Equity,,
2402,2017-04-08 00:00:00,Lime Tray,New Delhi,Technology,Restaurant Management Solutions,JSW Ventures,Private Equity,,
2403,2017-04-08 00:00:00,CoutLoot,Mumbai,eCommerce,Fashion Resale Marketplace,"Anuj Puri, Redcliffe Capital, Artha India Ventures, Siddharth Kothari, Apoorv Ranjan Sharma,",Seed Funding,,
2404,2017-04-08 00:00:00,Box My Space,Mumbai,Logistics,Warehouse Aggregator,"R. Jayakumar, Vaibhav Vohra, Aditya Vazirani, Rhea Vazirani, AVN Business Solutions, Dreamweaver Investments",Seed Funding,,
2405,2017-05-08 00:00:00,Curatio,Chennai,Healthcare,Skincare Speciality services,Anicut Capital,Private Equity,,
2406,2017-08-08 00:00:00,New Castle Technologies,Chennai,Technology,Hospital Management Software,Undisclosed investors,Seed Funding,243000,
2407,2017-08-08 00:00:00,My Forex Eye,New Delhi,Consumer Internet,foreign exchange services,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Seed Funding,220000,
2408,2017-09-08 00:00:00,TruxApp,New Delhi,Logistics,Mobile based Logistics Service,"Venugopal Dhoot, Ajay Bhatia, Tarun Khandelwal, Ganpat Singhvi, Mandhian family & Others",Seed Funding,3100000,
2409,2017-09-08 00:00:00,CroFarm,Gurgaon,Technology,Agriculture Supply Chain solutions,Factor[e] Ventures,Seed Funding,783000,
2410,2017-09-08 00:00:00,DoodhWala,Bangalore,Consumer Internet,Online milk delivery,Tom Varkey,Seed Funding,,
2411,2017-10-08 00:00:00,Stayabode,Bangalore,Consumer Internet,Co-Living space aggregator,"Incubate Fund, Sanjay Shenoy, Mridul Upreti,",Private Equity,,
2412,2017-11-08 00:00:00,Flipkart,Bangalore,eCommerce,Online Marketplace,Softbank,Private Equity,2500000000,
2413,2017-11-08 00:00:00,Moong Labs,New Delhi,Technology,Mobile games developer,Nazara Games,Private Equity,,
2414,2017-11-08 00:00:00,Ola Cabs,Gurgaon,Consumer Internet,App based cab aggregation Service,Tekne Capital Management,Private Equity,36000000,
2415,14/08/2017,Sports Flashes,New Delhi,Consumer Internet,Sports Content Mobile App,"Bennett, Coleman and Company Ltd (BCCL),",Private Equity,,
2416,14/08/2017,Digilend,Mumbai,Technology,Personal Loans & EMI solutions platform,"InCred Finance, Fullerton India Credit Company Ltd",Seed Funding,312000,
2417,15/08/2017,KNAB Finance,Bangalore,Consumer Internet,Unsecured Small Business Loans,"InCred, Krishnakumar Natarajan, Ravi Bhardwaj",Seed Funding,385000,
2418,17/08/2017,Get Simpl,Mumbai,Consumer Internet,Payment Solution Mobile app,"Green Visor Capital LP II, IA Venture Strategies Fund II LP, Boillot Family Trust, Russell M Byrne, The Oliver R. Grace, Jr. Millennium Trust, SF Capital Investments LP",Seed Funding,,
2419,20/08/2017,Rootefy,New Delhi,eCommerce,Building material online store,"Abhinav Gupta,",Seed Funding,187000,
2420,21/08/2017,Uniphore,Chennai,Technology,speech recognition startup,IDG Ventures,Private Equity,6800000,
2421,21/08/2017,Cerebroz,Vadodara,Consumer Internet,E-Tech platform,Undisclosed HNI’s,Seed Funding,734000,
2422,22/08/2017,Flochat,Mumbai,Consumer Internet,instant messaging platform,"iSquare Global,",Seed Funding,,
2423,22/08/2017,EasyGov,Noida,Consumer Internet,Govt service application portal,"Social Alpha, Rajan Anandan, Rajeev Ahuja, Kshitij Arora",Seed Funding,,
2424,23/08/2017,Milk Basket,Gurgaon,Consumer Internet,Online Grocery platform,Blume Ventures. Lenovo Capital and Incubator Group (LCIG),Seed Funding,,
2425,23/08/2017,Dhruva,Pune,Technology,Cloud data protection and management solutions,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,80000000,
2426,23/08/2017,Bombay Shaving Company,New Delhi,eCommerce,Men Grooming product etailer,Fireside Ventures,Private Equity,2300000,
2427,23/08/2017,Awign,Bangalore,Technology,Operations and manpower outsourcing,"IIT Ropar, Imanpreet Singh Arora, Sidharth Rozario, Saurabh Abichandani, Shikhar Gupta,",Seed Funding,,
2428,23/08/2017,Indiez,Bangalore,Technology,Software & Mobile app development platform,Haresh Chawla,Seed Funding,500000,
2429,24/08/2017,Ezetap,Bangalore,Technology,mPOS solutions provider,"JS Capital Management, Social Capital, Horizons Ventures,",Private Equity,16000000,
2430,25/08/2017,Ink Monk,Chennai,Consumer Internet,Online printing marketplace,"VAMM Ventures, Raksul, Dena",Seed Funding,750000,
2431,25/08/2017,Medinfi,Bangalore,Consumer Internet,Online Doctor Discovery Platform,"PBS Srinivas, Vinod Martin,",Seed Funding,125000,
2432,28/08/2017,Mobikon,Pune,Technology,Restaurant & Hotel CRM platform,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,7000000,
2433,29/08/2017,CureFit,Bangalore,Consumer Internet,End to End health and wellness platform.,"Accel Partners, IDG Ventures, Kalaari Capital,  UC-RNT fund",Private Equity,25000000,
2434,29/08/2017,Doxper,Mumbai,Technology,Healthtech IoT platform,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed Funding,750000,
2435,29/08/2017,Fieldassist,Gurgaon,Technology,SAAS based sales force automation services,Small Industries Development Bank of India (SIDBI),Debt Funding,,
2436,30/08/2017,Treebo,Bangalore,Consumer Internet,Budget Hotel Aggregator platform,"Ward Ferry Management and Karst Peak Capital,",Private Equity,34000000,
2437,30/08/2017,MedGenome,Bangalore,Technology,Genomics Research and Diagnostics Solutions,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,30000000,
2438,2017-01-09 00:00:00,Aahaa Stores,Chennai,eCommece,Online B2B store for office supplies,YourNest Angel Fund,Private Equity,1000000,
2439,2017-01-09 00:00:00,MFine,Bangalore,Consumer Internet,Online Doctor Discovery platform,"Stellaris Venture Partners, Mayur Abhaya, Rohit MA",Private Equity,1500000,
2440,2017-01-09 00:00:00,Canvera,Mumbai,Consumer Internet,Online Photography platform,InfoEdge,Private Equity,1300000,
2441,2017-04-09 00:00:00,PrimaryIO,Pune,Technology,Application Performance Acceleration,"Accel Partners, Exfinity Ventures, Partech Ventures",Private Equity,5600000,
2442,2017-05-09 00:00:00,Shubh Loans,Bangalore,Consumer Internet,online lending platform,"SRI Capital, BeeNext, Pravega Ventures",Private Equity,1500000,
2443,2017-05-09 00:00:00,Nest Education,Gurgaon,Technology,EduTech Platform,"Michael and Susan Dell Foundation, Anand Mahindra",Seed Funding,600000,
2444,2017-06-09 00:00:00,Lending Kart,Ahmedabad,Consumer Internet,Online Lending Platform,"Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital",Private Equity,10750000,
2445,2017-06-09 00:00:00,GoFro,New Delhi,Consumer Internet,Online travel booking platform,"HIS Co. Ltd, MakeMyTrip",Private Equity,10000000,
2446,2017-06-09 00:00:00,OncoStem,Bangalore,Healthcare,Medical Diagnostic Solutions,"Sequoia Capital India, Artiman Ventures",Private Equity,6000000,
2447,2017-06-09 00:00:00,Power2SME,Gurgaon,eCommerce,Buying Club for Small Businesses,"International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,",Private Equity,26000000,
2448,2017-07-09 00:00:00,Credit Vidya,Mumbai,Consumer Internet,Online Credit scoring platform,Matrix Partners,Private Equity,5000000,
2449,2017-07-09 00:00:00,Tails Life,Bangalore,Consumer Internet,Pet care portal & mobile app,V Balakrishnan.,Private Equity,,
2450,2017-07-09 00:00:00,OYO Rooms,Gurgaon,Consumer Internet,Branded budget hotels marketplace,"SoftBank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise",Private Equity,250000000,
2451,2017-07-09 00:00:00,Early Salary,Pune,Consumer Internet,Online Unsecured Lending platform,IFMR Capital,Debt Funding,780000,
2452,2017-07-09 00:00:00,MamaEarth,Gurgaon,eCommerce,online babycare products marketplace,Fireside Ventures,Seed Funding,,
2453,2017-07-09 00:00:00,Seniority,Pune,eCommerce,Ecommerce portal for senior citizens,RPG Enterprises,Private Equity,1000000,
2454,2017-08-09 00:00:00,AYE Finance,New Delhi,Consumer Internet,Micro Lending Platform,"Triodos Investment Management,",Debt Funding,6900000,
2455,2017-08-09 00:00:00,Farmizen,Bangalore,Technology,Agre-Tech Mobile app,"Venture Highway, Alok Mittal, Mohit Agarwal, Anuj Gupta,",Seed Funding,,
2456,2017-11-09 00:00:00,Ecom Express,New Delhi,Logistics,Logistics Solutions provider,Warburg Pincus,Private Equity,30000000,
2457,2017-11-09 00:00:00,Call Health,Hyderabad,Consumer Internet,Healthcare Services Aggregator,"Sachin Tendulkar, P.V SIndhu, Pullela Gopichand",Private Equity,6200000,
2458,2017-12-09 00:00:00,Sattviko,New Delhi,eCommerce,Health Food etailer,"Raman Roy, Arvind Uppal, Sonu Bhasin, G Ravishankar",Seed Funding,,
2459,2017-12-09 00:00:00,3HCare,New Delhi,Consumer Internet,Healthcare services portal,Undisclosed Investor,Seed Funding,100000,
2460,2017-12-09 00:00:00,Tonbo Imaging,Bangalore,Technology,Imaging Technology for Armed Forces,"WRV Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures",Private Equity,17000000,
2461,2017-12-09 00:00:00,Get My Parking,New Delhi,Consumer Internet,Smart Parking Enabler,"IAN Fund, Beenext, Indian Angel Network",Private Equity,3000000,
2462,13/09/2017,WittyFeed,Indore,Technology,Content marketing platform,"Anand Chandrasekaran, Apurva Chamaria, Ritesh Malik, Ashish Toshniwal, Ajeet Khurana",Seed Funding,,
2463,13/09/2017,Glowroad,Bangalore,Consumer Internet,women focussed customer-to-customer reseller network,"Accel Partners,",Private Equity,2000000,
2464,13/09/2017,OYO Rooms,Gurgaon,Consumer Internet,budget hotel marketplace,China Lodging Group,Private Equity,10000000,
2465,13/09/2017,Unacademy,Mumbai,Consumer Internet,Online learning platform,"Sequoia Capital India, SAIF Partners, Nexus Venture Partners and Blume Ventures,",Private Equity,11500000,
2466,13/09/2017,Heterogenous,Chennai,Technology,Telecom & IoT platform,"Chennai Angels, Keiretsu Forum & Others",Seed Funding,780000,
2467,14/09/2017,Gurukul,New Delhi,Consumer Internet,co-working space provider,"Rohit Nanda, Rajit Nanda, Smarak Bhuyan, Sashwat Brahma,",Seed Funding,,
2468,14/09/2017,Smaaash,Mumbai,Technology,Virtual Reality gaming and entertainment platform,ECL Finance,Private Equity,44000000,
2469,14/09/2017,WheelStreet,Bangalore,Consumer Portal,Bike Rental Platform,Y Combinator,Seed Funding,120000,
2470,14/09/2017,Xprep,New Delhi,Consumer Internet,Online Tutoring Platform,"Rising Stars, Manish Amin, Pallav Pandey, Chavi Jafa",Private Equity,,
2471,18/09/2017,The Moms Co,Gurgaon,eCommerce,Pregnancy & Baby Care product etailer,"DSG Consumer Partners, Saama Capital",Private Equity,1000000,
2472,19/09/2017,Noticeboard,Bangalore,Technology,"mobile-first communication platform for on-field staff,","Shamik Sharma, Aprameya Radhakrishna",Seed Funding,,
2473,19/09/2017,High Radius,Hyderabad,Technology,Integrated receivables software solutions,Susquehanna Growth Equity LLC,Private Equity,50000000,
2474,20/09/2017,HWell24 Plus,Mumbai,Healthcare,Technology-Empowered Healthcare Solutions,Undisclosed Investors,Seed Funding,,
2475,21/09/2017,SaveBC,Gaya,Finance,financial services firm,Incofin Investment Management.,Private Equity,6000000,
2476,21/09/2017,Gaming Monk,New Delhi,Consumer Internet,E-sports platform,AdvantEdge,Private Equity,,
2477,21/09/2017,91SpringBoard,New Delhi,Consumer Internet,Co-working spaces,"Sandway Investment Ltd, Pearl Brook Holdings, Silo Holdings and Al Nour",Private Equity,,
2478,21/09/2017,Homergize,Bangalore,eCommerce,Home Furnishing & Building material marketplace,LG Chandrasekhar,Private Equity,1000000,
2479,22/09/2017,Yatra.com,Gurgaon,eCommerce,Online Travel Agency,InnoVen Capital India,Debt Funding,15400000,
2480,22/09/2017,Ace Turtle,Bangalore,Technology,Omni-channel web commerce solutions provider,InnoVen Capital,Private Equity,,
2481,25/09/2017,Vogo,Bangalore,Consumer Internet,Scooter Rental Platform,AV Thomas Group,Seed Funding,,
2482,25/09/2017,Synup,Bangalore,Technology,SME Marketing Management Solution,"Vertex Ventures, Prime Venture Partners.",Private Equity,6000000,
2483,25/09/2017,Tinmen,Hyderabad,Consumer Internet,Food Delivery platform,Zomato Media Pvt. Ltd,Private Equity,,
2484,25/09/2017,Cropin,Bangalore,Technology,Crop Technology Solutions,Beenext,Private Equity,,
2485,25/09/2017,Rapido,Bangalore,Consumer Internet,Bike Aggregator Mobile App,Battery Road Digital Holdings LLC,Seed Funding,422000,
2486,25/09/2017,Sportobuddy,Mumbai,Consumer Internet,Sports & Sport related equipment portal,Mehul Shah,Seed Funding,150000,
2487,26/09/2017,Credifiable,Bangalore,Consumer Internet,Online consumer lending platform,Kae Capital,Private Equity,,
2488,26/09/2017,Inclov,Gurgaon,Consumer Internet,Matchmaking app for the differently abled,"Rajan Anandan, Jamil Khatri, Ravi Iyer, Raghav Bahl",Seed Funding,,
2489,26/09/2017,Multibhashi,Bangalore,Consumer Internet,Language learning Mobile App,"Aniruddha Malpani, Startup Oasis",Seed Funding,,
2490,27/09/2017,Transerve,Mumbai,Technology,Geospatial Technology-based SaaS solutions,"IL&FS Investment Managers, Omidyar Network.",Private Equity,1600000,
2491,27/09/2017,Fashalot,Gurgaon,Consumer Internet,O2O fashion discovery platform,"Capillary Technologies, Whiteboard Capital, YourNest Angel Fund, Rajul Garg",Private Equity,,
2492,27/09/2017,Pitstop,Bangalore,Consumer Internet,Car repair and Servicing Platform,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,1000000,
2493,27/09/2017,GoChoppers,Gurgaon,Consumer Internet,Luxury Helicopter Tourism Services portal,"Rivergate Capital,",Seed Funding,,
2494,27/09/2017,MyUpchar,New Delhi,Consumer Internet,Local Language Health Information portal,LetsVenture,Seed Funding,300000,
